PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHI	PUBCHEM_MOLECULAR_WEIGHT
CCCCCCCCCC(=O)OC1=CC=CC=C1C(=O)O	15801274	InChI=1S/C17H24O4/c1-2-3-4-5-6-7-8-13-16(18)21-15-12-10-9-11-14(15)17(19)20/h9-12H,2-8,13H2,1H3,(H,19,20)	292.375
CC(=O)OC(=O)C1=CC=CC=C1OC	15574212	InChI=1S/C10H10O4/c1-7(11)14-10(12)8-5-3-4-6-9(8)13-2/h3-6H,1-2H3	194.186
C1=CC=C2C(=C1)C(=O)C=C(O2)CC(=O)O	15568884	InChI=1S/C11H8O4/c12-9-5-7(6-11(13)14)15-10-4-2-1-3-8(9)10/h1-5H,6H2,(H,13,14)	204.181
CC(C)(C)OC(=O)C1=CC=CC=C1OC	15327457	InChI=1S/C12H16O3/c1-12(2,3)15-11(13)9-7-5-6-8-10(9)14-4/h5-8H,1-4H3	208.257
CCCCOC1=CC=CC=C1C(=O)O	14955523	InChI=1S/C11H14O3/c1-2-3-8-14-10-7-5-4-6-9(10)11(12)13/h4-7H,2-3,8H2,1H3,(H,12,13)	194.23
CCCCCCCCCCCCCCCCCCOC1=CC=CC=C1C(=O)O	14029274	InChI=1S/C25H42O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-19-22-28-24-21-18-17-20-23(24)25(26)27/h17-18,20-21H,2-16,19,22H2,1H3,(H,26,27)	390.608
COC1=C(C=CC(=C1)I)C(=O)O	13450756	InChI=1S/C8H7IO3/c1-12-7-4-5(9)2-3-6(7)8(10)11/h2-4H,1H3,(H,10,11)	278.045
CC(=O)C1=CC=CC=C1OC(=O)C2=CC=CC=C2OC	12417663	InChI=1S/C16H14O4/c1-11(17)12-7-3-6-10-15(12)20-16(18)13-8-4-5-9-14(13)19-2/h3-10H,1-2H3	270.284
CCC(=O)C1=CC=CC=C1OC(=O)C	11769353	InChI=1S/C11H12O3/c1-3-10(13)9-6-4-5-7-11(9)14-8(2)12/h4-7H,3H2,1-2H3	192.214
CC(C)(C)OC(=O)C1=CC=CC=C1O	11424104	InChI=1S/C11H14O3/c1-11(2,3)14-10(13)8-6-4-5-7-9(8)12/h4-7,12H,1-3H3	194.23
COC(=O)COC1=CC=CC=C1C(=O)OC	11287524	InChI=1S/C11H12O5/c1-14-10(12)7-16-9-6-4-3-5-8(9)11(13)15-2/h3-6H,7H2,1-2H3	224.212
CCCOC1=CC=CC=C1C(=O)OC	11084741	InChI=1S/C11H14O3/c1-3-8-14-10-7-5-4-6-9(10)11(12)13-2/h4-7H,3,8H2,1-2H3	194.23
COCOC1=CC=CC=C1C(=O)O	10856115	InChI=1S/C9H10O4/c1-12-6-13-8-5-3-2-4-7(8)9(10)11/h2-5H,6H2,1H3,(H,10,11)	182.175
CCOC(=O)C1=CC=CC=C1OCC=C	10398065	InChI=1S/C12H14O3/c1-3-9-15-11-8-6-5-7-10(11)12(13)14-4-2/h3,5-8H,1,4,9H2,2H3	206.241
CC(=O)OC1=C(C(=CC=C1)OC(=O)C)C(=O)O	10007406	InChI=1S/C11H10O6/c1-6(12)16-8-4-3-5-9(17-7(2)13)10(8)11(14)15/h3-5H,1-2H3,(H,14,15)	238.195
COC1=CC=CC=C1C(=O)[O-]	6950218	InChI=1S/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/p-1	151.141
CC(=O)OC1=CC=CC=C1C(=O)O.[OH-].[OH-].[OH-].[OH-].[OH-].[Mg+2].[Al+3]	6453785	InChI=1S/C9H8O4.Al.Mg.5H2O/c1-6(10)13-8-5-3-2-4-7(8)9(11)12;;;;;;;/h2-5H,1H3,(H,11,12);;;5*1H2/q;+3;+2;;;;;/p-5	316.481
COC1=CC=CC=C1C(=O)C=CC(=O)O	6450596	InChI=1S/C11H10O4/c1-15-10-5-3-2-4-8(10)9(12)6-7-11(13)14/h2-7H,1H3,(H,13,14)/b7-6+	206.197
CCOC(=O)C1=CC=CC=C1OC(=O)C2=CC=CC=C2	4924494	InChI=1S/C16H14O4/c1-2-19-16(18)13-10-6-7-11-14(13)20-15(17)12-8-4-3-5-9-12/h3-11H,2H2,1H3	270.284
CCCCCOC1=CC=CC=C1C(=O)O	4778943	InChI=1S/C12H16O3/c1-2-3-6-9-15-11-8-5-4-7-10(11)12(13)14/h4-5,7-8H,2-3,6,9H2,1H3,(H,13,14)	208.257
CCOC1=CC=CC(=C1C(=O)OCC)O	4616897	InChI=1S/C11H14O4/c1-3-14-9-7-5-6-8(12)10(9)11(13)15-4-2/h5-7,12H,3-4H2,1-2H3	210.229
CCCCCCCCCCCCCCCCOC1=CC=CC=C1C(=O)O	4095443	InChI=1S/C23H38O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-20-26-22-19-16-15-18-21(22)23(24)25/h15-16,18-19H,2-14,17,20H2,1H3,(H,24,25)	362.554
COC1=C(C=C(C=C1)I)C(=O)O	4086166	InChI=1S/C8H7IO3/c1-12-7-3-2-5(9)4-6(7)8(10)11/h2-4H,1H3,(H,10,11)	278.045
C=CCOC1=CC=CC=C1C(=O)O	3798703	InChI=1S/C10H10O3/c1-2-7-13-9-6-4-3-5-8(9)10(11)12/h2-6H,1,7H2,(H,11,12)	178.187
CCCCCCCCC(=O)OC1=CC=CC=C1C(=O)O	3058413	InChI=1S/C16H22O4/c1-2-3-4-5-6-7-12-15(17)20-14-11-9-8-10-13(14)16(18)19/h8-11H,2-7,12H2,1H3,(H,18,19)	278.348
CC(=O)OC1=CC=CC=C1C(=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)[O-].[OH-].[Al+3]	3032790	InChI=1S/2C9H8O4.Al.H2O/c2*1-6(10)13-8-5-3-2-4-7(8)9(11)12;;/h2*2-5H,1H3,(H,11,12);;1H2/q;;+3;/p-3	402.291
C1=CC=C(C(=C1)C(=O)O)OCCO	3027507	InChI=1S/C9H10O4/c10-5-6-13-8-4-2-1-3-7(8)9(11)12/h1-4,10H,5-6H2,(H,11,12)	182.175
CC1=CC=CC(=C1O)C(=O)OC2=CC=CC=C2	3016298	InChI=1S/C14H12O3/c1-10-6-5-9-12(13(10)15)14(16)17-11-7-3-2-4-8-11/h2-9,15H,1H3	228.247
C1=CC=C(C(=C1)C(=O)O)OC(C(F)F)(F)F	2778523	InChI=1S/C9H6F4O3/c10-8(11)9(12,13)16-6-4-2-1-3-5(6)7(14)15/h1-4,8H,(H,14,15)	238.138
COC1=C(C=CC(=C1)F)C(=O)O	2774545	InChI=1S/C8H7FO3/c1-12-7-4-5(9)2-3-6(7)8(10)11/h2-4H,1H3,(H,10,11)	170.139
COC(=O)C1=CC=CC=C1OCC#C	2763317	InChI=1S/C11H10O3/c1-3-8-14-10-7-5-4-6-9(10)11(12)13-2/h1,4-7H,8H2,2H3	190.198
COC1=C(C(=CC=C1)F)C(=O)O	2737360	InChI=1S/C8H7FO3/c1-12-6-4-2-3-5(9)7(6)8(10)11/h2-4H,1H3,(H,10,11)	170.139
C1=CC=C(C=C1)OCCOC2=CC=CC=C2C(=O)O	2360902	InChI=1S/C15H14O4/c16-15(17)13-8-4-5-9-14(13)19-11-10-18-12-6-2-1-3-7-12/h1-9H,10-11H2,(H,16,17)	258.273
CC1=CC=CC=C1COC2=CC=CC=C2C(=O)O	2106594	InChI=1S/C15H14O3/c1-11-6-2-3-7-12(11)10-18-14-9-5-4-8-13(14)15(16)17/h2-9H,10H2,1H3,(H,16,17)	242.274
CC1=CC(=CC=C1)COC2=CC=CC=C2C(=O)O	2097982	InChI=1S/C15H14O3/c1-11-5-4-6-12(9-11)10-18-14-8-3-2-7-13(14)15(16)17/h2-9H,10H2,1H3,(H,16,17)	242.274
CCOC1=CC(=C(C=C1)OCC)C(=O)O	1350155	InChI=1S/C11H14O4/c1-3-14-8-5-6-10(15-4-2)9(7-8)11(12)13/h5-7H,3-4H2,1-2H3,(H,12,13)	210.229
CC1=CC=CC(=C1OC)C(=O)O	952396	InChI=1S/C9H10O3/c1-6-4-3-5-7(9(10)11)8(6)12-2/h3-5H,1-2H3,(H,10,11)	166.176
CC1=CC(=C(O1)C)C(=O)OC2=CC=CC=C2C(=O)O	877366	InChI=1S/C14H12O5/c1-8-7-11(9(2)18-8)14(17)19-12-6-4-3-5-10(12)13(15)16/h3-7H,1-2H3,(H,15,16)	260.245
C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2C(=O)OC3=CC=CC=C3	835316	InChI=1S/C20H14O4/c21-19(15-9-3-1-4-10-15)24-18-14-8-7-13-17(18)20(22)23-16-11-5-2-6-12-16/h1-14H	318.328
COC(=O)C1=CC=CC=C1OC2=CC=CC=C2	607606	InChI=1S/C14H12O3/c1-16-14(15)12-9-5-6-10-13(12)17-11-7-3-2-4-8-11/h2-10H,1H3	228.247
C1=CC=C(C=C1)OC2=C(C=CC(=C2)C(=O)O)C(=O)O	596988	InChI=1S/C14H10O5/c15-13(16)9-6-7-11(14(17)18)12(8-9)19-10-4-2-1-3-5-10/h1-8H,(H,15,16)(H,17,18)	258.229
CC(C)OC(=O)C1=CC=CC=C1OC	584708	InChI=1S/C11H14O3/c1-8(2)14-11(12)9-6-4-5-7-10(9)13-3/h4-8H,1-3H3	194.23
C1=CC=C(C(=C1)C(=O)O)OC2=CC=C(C=C2)O	578662	InChI=1S/C13H10O4/c14-9-5-7-10(8-6-9)17-12-4-2-1-3-11(12)13(15)16/h1-8,14H,(H,15,16)	230.219
C1=CC=C2C(=C1)C(=O)OC3=CC=CC=C3C(=O)O2	577586	InChI=1S/C14H8O4/c15-13-9-5-1-3-7-11(9)17-14(16)10-6-2-4-8-12(10)18-13/h1-8H	240.214
CCCCCCOC(=O)C1=CC=CC=C1OC	522423	InChI=1S/C14H20O3/c1-3-4-5-8-11-17-14(15)12-9-6-7-10-13(12)16-2/h6-7,9-10H,3-5,8,11H2,1-2H3	236.311
CCCCCCCCC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O	520185	InChI=1S/C21H26O3/c1-2-3-4-5-6-7-10-17-13-15-18(16-14-17)24-21(23)19-11-8-9-12-20(19)22/h8-9,11-16,22H,2-7,10H2,1H3	326.436
CC(C)OC1=CC=CC=C1C(=O)OC	347797	InChI=1S/C11H14O3/c1-8(2)14-10-7-5-4-6-9(10)11(12)13-3/h4-8H,1-3H3	194.23
CCOCCOC(=O)C1=CC=CC=C1O	345906	InChI=1S/C11H14O4/c1-2-14-7-8-15-11(13)9-5-3-4-6-10(9)12/h3-6,12H,2,7-8H2,1H3	210.229
C1=CC=C(C(=C1)C(=O)O)OC2=CC=CC(=C2)C(=O)O	244590	InChI=1S/C14H10O5/c15-13(16)9-4-3-5-10(8-9)19-12-7-2-1-6-11(12)14(17)18/h1-8H,(H,15,16)(H,17,18)	258.229
CC(=O)OC1=C(C=C(C=C1)C2=CC=CC=C2)C(=O)O	241580	InChI=1S/C15H12O4/c1-10(16)19-14-8-7-12(9-13(14)15(17)18)11-5-3-2-4-6-11/h2-9H,1H3,(H,17,18)	256.257
CC(=O)OC1=C(C=CC=C1C(=O)O)C2=CC=CC=C2	241579	InChI=1S/C15H12O4/c1-10(16)19-14-12(11-6-3-2-4-7-11)8-5-9-13(14)15(17)18/h2-9H,1H3,(H,17,18)	256.257
CC1=CC(=CC(=C1)OC2=CC=CC=C2C(=O)O)C	240862	InChI=1S/C15H14O3/c1-10-7-11(2)9-12(8-10)18-14-6-4-3-5-13(14)15(16)17/h3-9H,1-2H3,(H,16,17)	242.274
C1=CC=C(C(=C1)C(=O)O)OC(=O)N	236699	InChI=1S/C8H7NO4/c9-8(12)13-6-4-2-1-3-5(6)7(10)11/h1-4H,(H2,9,12)(H,10,11)	181.147
CC1=CC(=CC=C1)OC2=CC=CC=C2C(=O)O	235824	InChI=1S/C14H12O3/c1-10-5-4-6-11(9-10)17-13-8-3-2-7-12(13)14(15)16/h2-9H,1H3,(H,15,16)	228.247
CC(C)OC1=CC=CC=C1C(=O)OC(C)C	235077	InChI=1S/C13H18O3/c1-9(2)15-12-8-6-5-7-11(12)13(14)16-10(3)4/h5-10H,1-4H3	222.284
CCOC(=O)C1=C(C=C(C=C1)C(=O)O)OC	226324	InChI=1S/C11H12O5/c1-3-16-11(14)8-5-4-7(10(12)13)6-9(8)15-2/h4-6H,3H2,1-2H3,(H,12,13)	224.212
COC(=O)C1=CC=CC=C1OC(=O)CCl	222369	InChI=1S/C10H9ClO4/c1-14-10(13)7-4-2-3-5-8(7)15-9(12)6-11/h2-5H,6H2,1H3	228.628
COC(=O)C1=CC=CC=C1OCC=C	221897	InChI=1S/C11H12O3/c1-3-8-14-10-7-5-4-6-9(10)11(12)13-2/h3-7H,1,8H2,2H3	192.214
CCCCOC1=CC=CC=C1C(=O)OC	221657	InChI=1S/C12H16O3/c1-3-4-9-15-11-8-6-5-7-10(11)12(13)14-2/h5-8H,3-4,9H2,1-2H3	208.257
CC(=O)OC1=CC(=C(C=C1)OC(=O)C)C(=O)O	220285	InChI=1S/C11H10O6/c1-6(12)16-8-3-4-10(17-7(2)13)9(5-8)11(14)15/h3-5H,1-2H3,(H,14,15)	238.195
CC(=O)OC1=CC(=C(C=C1)O)C(=O)O	220144	InChI=1S/C9H8O5/c1-5(10)14-6-2-3-8(11)7(4-6)9(12)13/h2-4,11H,1H3,(H,12,13)	196.158
CC(=O)OC1=CC=CC=C1C(=O)O.[O-2].[Mg+2]	171511	InChI=1S/C9H8O4.Mg.O/c1-6(10)13-8-5-3-2-4-7(8)9(11)12;;/h2-5H,1H3,(H,11,12);;/q;+2;-2	220.463
CC(=O)OC1=CC=CC=C1C(=O)O.C(=O)(N)N	162666	InChI=1S/C9H8O4.CH4N2O/c1-6(10)13-8-5-3-2-4-7(8)9(11)12;2-1(3)4/h2-5H,1H3,(H,11,12);(H4,2,3,4)	240.215
COC1=CC=C(C=C1)OC2=CC=CC=C2C(=O)O	95729	InChI=1S/C14H12O4/c1-17-10-6-8-11(9-7-10)18-13-5-3-2-4-12(13)14(15)16/h2-9H,1H3,(H,15,16)	244.246
CC(=O)OC1=CC=CC=C1C(=O)OCS(=O)C	93456	InChI=1S/C11H12O5S/c1-8(12)16-10-6-4-3-5-9(10)11(13)15-7-17(2)14/h3-6H,7H2,1-2H3	256.272
CCCCCOC(=O)C1=CC=CC=C1OC	89799	InChI=1S/C13H18O3/c1-3-4-7-10-16-13(14)11-8-5-6-9-12(11)15-2/h5-6,8-9H,3-4,7,10H2,1-2H3	222.284
CCOC1=CC(=C(C=C1)O)C(=O)O	84229	InChI=1S/C9H10O4/c1-2-13-6-3-4-8(10)7(5-6)9(11)12/h3-5,10H,2H2,1H3,(H,11,12)	182.175
C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2C(=O)O	78331	InChI=1S/C14H10O4/c15-13(16)11-8-4-5-9-12(11)18-14(17)10-6-2-1-3-7-10/h1-9H,(H,15,16)	242.23
CC(=O)OC1=C(C=C(C=C1)I)C(=O)O	73923	InChI=1S/C9H7IO4/c1-5(11)14-8-3-2-6(10)4-7(8)9(12)13/h2-4H,1H3,(H,12,13)	306.055
C1=CC=C(C(=C1)C(=O)O)OC(=O)CF	67766	InChI=1S/C9H7FO4/c10-5-8(11)14-7-4-2-1-3-6(7)9(12)13/h1-4H,5H2,(H,12,13)	198.149
CCCCOC(=O)OC1=CC=CC=C1C(=O)O	30232	InChI=1S/C12H14O5/c1-2-3-8-16-12(15)17-10-7-5-4-6-9(10)11(13)14/h4-7H,2-3,8H2,1H3,(H,13,14)	238.239
CCOC(=O)OC1=CC=CC=C1C(=O)O	26578	InChI=1S/C10H10O5/c1-2-14-10(13)15-8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)	210.185
CCCCCCOCC(COC1=CC=CC=C1C(=O)O)O	18995	InChI=1S/C16H24O5/c1-2-3-4-7-10-20-11-13(17)12-21-15-9-6-5-8-14(15)16(18)19/h5-6,8-9,13,17H,2-4,7,10-12H2,1H3,(H,18,19)	296.363
CCOC(=O)C1=CC=CC=C1OC(=O)C	10728	InChI=1S/C11H12O4/c1-3-14-11(13)9-6-4-5-7-10(9)15-8(2)12/h4-7H,3H2,1-2H3	208.213
CC(=O)OC1=CC=CC=C1C(=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)[O-].[Mg+2]	8591	InChI=1S/2C9H8O4.Mg/c2*1-6(10)13-8-5-3-2-4-7(8)9(11)12;/h2*2-5H,1H3,(H,11,12);/q;;+2/p-2	382.607
CC(=O)OC1=CC=CC=C1C(=O)OC(=O)C=CC(=O)OC(=O)C2=CC=CC=C2OC(=O)C	123313777	InChI=1S/C22H16O10/c1-13(23)29-17-9-5-3-7-15(17)21(27)31-19(25)11-12-20(26)32-22(28)16-8-4-6-10-18(16)30-14(2)24/h3-12H,1-2H3	440.36
C1=CC=C(C(=C1)C(=O)OC2=C(C(=CC=C2)F)F)O	118296285	InChI=1S/C13H8F2O3/c14-9-5-3-7-11(12(9)15)18-13(17)8-4-1-2-6-10(8)16/h1-7,16H	250.201
CCC(C)OC1=CC=CC=C1C(=O)OC	91022507	InChI=1S/C12H16O3/c1-4-9(2)15-11-8-6-5-7-10(11)12(13)14-3/h5-9H,4H2,1-3H3	208.257
CC(=O)OC1=CC=CC=C1C(=O)O	90936565	InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)/i/hD	181.165
CC(=O)OC1=CC=CC=C1C(=O)OP(=O)(O)O	90723819	InChI=1S/C9H9O7P/c1-6(10)15-8-5-3-2-4-7(8)9(11)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)	260.138
CC(=O)OC1=C(C=CC(=C1)C(C)(C)C)C(=O)O	89958295	InChI=1S/C13H16O4/c1-8(14)17-11-7-9(13(2,3)4)5-6-10(11)12(15)16/h5-7H,1-4H3,(H,15,16)	236.267
CCCCCCCCCCCC=CC=COC1=CC=CC=C1C(=O)O	87711022	InChI=1S/C22H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-19-25-21-18-15-14-17-20(21)22(23)24/h12-19H,2-11H2,1H3,(H,23,24)	344.495
CCCCCC(=O)OC(=O)C1=CC=CC=C1O	86610722	InChI=1S/C13H16O4/c1-2-3-4-9-12(15)17-13(16)10-7-5-6-8-11(10)14/h5-8,14H,2-4,9H2,1H3	236.267
CCCCCCCCCCCCCCCCCCCOC1=CC=CC=C1C(=O)O	85711281	InChI=1S/C26H44O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20-23-29-25-22-19-18-21-24(25)26(27)28/h18-19,21-22H,2-17,20,23H2,1H3,(H,27,28)	404.635
C1=CC=C(C=C1)COC2=C(C=CC(=C2)F)C(=O)O	71463976	InChI=1S/C14H11FO3/c15-11-6-7-12(14(16)17)13(8-11)18-9-10-4-2-1-3-5-10/h1-8H,9H2,(H,16,17)	246.237
C1=CC=C(C(=C1)C=O)OCCCCC(=O)O	71328047	InChI=1S/C12H14O4/c13-9-10-5-1-2-6-11(10)16-8-4-3-7-12(14)15/h1-2,5-6,9H,3-4,7-8H2,(H,14,15)	222.24
CC(=O)OC1=CC=CC=C1C(=O)O	71309054	InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)/i9+1	181.151
CCCCCOC1=CC=CC=C1C(=O)OCCCCC	68795486	InChI=1S/C17H26O3/c1-3-5-9-13-19-16-12-8-7-11-15(16)17(18)20-14-10-6-4-2/h7-8,11-12H,3-6,9-10,13-14H2,1-2H3	278.392
CCOC1=CC=CC=C1C(=O)O.Cl	68678119	InChI=1S/C9H10O3.ClH/c1-2-12-8-6-4-3-5-7(8)9(10)11;/h3-6H,2H2,1H3,(H,10,11);1H	202.634
C1=CC=C(C(=C1)C(=O)O)OCBr	68576881	InChI=1S/C8H7BrO3/c9-5-12-7-4-2-1-3-6(7)8(10)11/h1-4H,5H2,(H,10,11)	231.045
CC(=O)OC1=CC=CC=C1C(=O)O.Cl	67463240	InChI=1S/C9H8O4.ClH/c1-6(10)13-8-5-3-2-4-7(8)9(11)12;/h2-5H,1H3,(H,11,12);1H	216.617
CC#COC1=CC=CC=C1C(=O)O	67413245	InChI=1S/C10H8O3/c1-2-7-13-9-6-4-3-5-8(9)10(11)12/h3-6H,1H3,(H,11,12)	176.171
CC=COC1=CC=CC=C1C(=O)O	67412922	InChI=1S/C10H10O3/c1-2-7-13-9-6-4-3-5-8(9)10(11)12/h2-7H,1H3,(H,11,12)	178.187
CC(C)OC1=CC(=C(C=C1)OC(C)C)C(=O)O	66775841	InChI=1S/C13H18O4/c1-8(2)16-10-5-6-12(17-9(3)4)11(7-10)13(14)15/h5-9H,1-4H3,(H,14,15)	238.283
CC(C)(C)OC(=O)COC1=CC=CC=C1C(=O)O	66670293	InChI=1S/C13H16O5/c1-13(2,3)18-11(14)8-17-10-7-5-4-6-9(10)12(15)16/h4-7H,8H2,1-3H3,(H,15,16)	252.266
CCCCCCCCCCCCCCCC(=O)OC1=CC=CC=C1C(=O)O	59079371	InChI=1S/C23H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-19-22(24)27-21-18-16-15-17-20(21)23(25)26/h15-18H,2-14,19H2,1H3,(H,25,26)	376.537
CC(=O)OC1=CC(=C(C=C1C(=O)O)F)F	58844902	InChI=1S/C9H6F2O4/c1-4(12)15-8-3-7(11)6(10)2-5(8)9(13)14/h2-3H,1H3,(H,13,14)	216.14
CC(C)(C(=O)OC1=CC=CC=C1C(=O)O)Br	58057362	InChI=1S/C11H11BrO4/c1-11(2,12)10(15)16-8-6-4-3-5-7(8)9(13)14/h3-6H,1-2H3,(H,13,14)	287.109
C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)OC3=CC=CC=C3C(=O)O)O	57871430	InChI=1S/C21H14O7/c22-16-10-4-1-7-13(16)20(25)28-18-12-6-3-9-15(18)21(26)27-17-11-5-2-8-14(17)19(23)24/h1-12,22H,(H,23,24)	378.336
CCCCCCCCCC(=O)OC(=O)C1=CC=CC=C1O	57449152	InChI=1S/C17H24O4/c1-2-3-4-5-6-7-8-13-16(19)21-17(20)14-11-9-10-12-15(14)18/h9-12,18H,2-8,13H2,1H3	292.375
CC(C)CCOC1=CC=CC=C1C(=O)OC	57445454	InChI=1S/C13H18O3/c1-10(2)8-9-16-12-7-5-4-6-11(12)13(14)15-3/h4-7,10H,8-9H2,1-3H3	222.284
CC(=O)OC(=O)C1=CC=CC=C1O.[Ca]	57373415	InChI=1S/C9H8O4.Ca/c1-6(10)13-9(12)7-4-2-3-5-8(7)11;/h2-5,11H,1H3;	220.237
C1=CC=C(C(=C1)C(=O)O)OC2=CC=CC=C2C(=O)OC3=CC=CC=C3C(=O)O	57289309	InChI=1S/C21H14O7/c22-19(23)13-7-1-4-10-16(13)27-18-12-6-3-9-15(18)21(26)28-17-11-5-2-8-14(17)20(24)25/h1-12H,(H,22,23)(H,24,25)	378.336
CCCCCCC(=O)OC1=CC=CC=C1C(=O)OC(=O)CCCCCC	57227889	InChI=1S/C21H30O5/c1-3-5-7-9-15-19(22)25-18-14-12-11-13-17(18)21(24)26-20(23)16-10-8-6-4-2/h11-14H,3-10,15-16H2,1-2H3	362.466
CCOC(=O)C1=CC=CC=C1OCC=CC	57158733	InChI=1S/C13H16O3/c1-3-5-10-16-12-9-7-6-8-11(12)13(14)15-4-2/h3,5-9H,4,10H2,1-2H3	220.268
CC(COC1=CC=CC=C1C(=O)O)O	57036554	InChI=1S/C10H12O4/c1-7(11)6-14-9-5-3-2-4-8(9)10(12)13/h2-5,7,11H,6H2,1H3,(H,12,13)	196.202
C1=CC=C(C=C1)C=CCOC2=CC=CC=C2C(=O)O	55025275	InChI=1S/C16H14O3/c17-16(18)14-10-4-5-11-15(14)19-12-6-9-13-7-2-1-3-8-13/h1-11H,12H2,(H,17,18)	254.285
CCCCCCCCCC(=O)C1=C(C2=CC=CC=C2OC1=O)O	54709927	InChI=1S/C19H24O4/c1-2-3-4-5-6-7-8-12-15(20)17-18(21)14-11-9-10-13-16(14)23-19(17)22/h9-11,13,21H,2-8,12H2,1H3	316.397
CCCCCCCCCCCC(=O)C1=C(C2=CC=CC=C2OC1=O)O	54695440	InChI=1S/C21H28O4/c1-2-3-4-5-6-7-8-9-10-14-17(22)19-20(23)16-13-11-12-15-18(16)25-21(19)24/h11-13,15,23H,2-10,14H2,1H3	344.451
CCCCCCC(=O)C1=C(C2=CC=CC=C2OC1=O)O	54677094	InChI=1S/C16H18O4/c1-2-3-4-5-9-12(17)14-15(18)11-8-6-7-10-13(11)20-16(14)19/h6-8,10,18H,2-5,9H2,1H3	274.316
C1=CC(=C(C=C1O)C(=O)OC2=C(C=C(C=C2)O)C(=O)O)O	54520749	InChI=1S/C14H10O7/c15-7-1-3-11(17)9(5-7)14(20)21-12-4-2-8(16)6-10(12)13(18)19/h1-6,15-17H,(H,18,19)	290.227
C1=CC=C(C(=C1)C(=O)O)OC(=O)C2=CC(=CC=C2)O	54459471	InChI=1S/C14H10O5/c15-10-5-3-4-9(8-10)14(18)19-12-7-2-1-6-11(12)13(16)17/h1-8,15H,(H,16,17)	258.229
CC(=O)OC1=CC=CC=C1C(=O)OC(=O)C	54404402	InChI=1S/C11H10O5/c1-7(12)15-10-6-4-3-5-9(10)11(14)16-8(2)13/h3-6H,1-2H3	222.196
COC(=O)C1=CC=CC=C1OC(=O)C(F)(F)F	54299831	InChI=1S/C10H7F3O4/c1-16-8(14)6-4-2-3-5-7(6)17-9(15)10(11,12)13/h2-5H,1H3	248.157
CC(=O)OC1=CC=CC=C1C(=O)OO	54244160	InChI=1S/C9H8O5/c1-6(10)13-8-5-3-2-4-7(8)9(11)14-12/h2-5,12H,1H3	196.158
CCCCCCOC(=O)C1=CC=CC=C1OCC	54241923	InChI=1S/C15H22O3/c1-3-5-6-9-12-18-15(16)13-10-7-8-11-14(13)17-4-2/h7-8,10-11H,3-6,9,12H2,1-2H3	250.338
CC(=O)OC1=CC=CC=C1C(=O)O[N+](=O)[O-]	54061532	InChI=1S/C9H7NO6/c1-6(11)15-8-5-3-2-4-7(8)9(12)16-10(13)14/h2-5H,1H3	225.156
CCCCCOC(=O)C1=CC=CC=C1OC(=O)C	53996969	InChI=1S/C14H18O4/c1-3-4-7-10-17-14(16)12-8-5-6-9-13(12)18-11(2)15/h5-6,8-9H,3-4,7,10H2,1-2H3	250.294
CCCCCCCCCCCCCC=COC1=CC=CC=C1C(=O)O	53918968	InChI=1S/C22H34O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-19-25-21-18-15-14-17-20(21)22(23)24/h14-19H,2-13H2,1H3,(H,23,24)	346.511
CC=CCC1CC(=O)CC1CC(=O)OC2=CC=CC=C2C(=O)O	53773553	InChI=1S/C18H20O5/c1-2-3-6-12-9-14(19)10-13(12)11-17(20)23-16-8-5-4-7-15(16)18(21)22/h2-5,7-8,12-13H,6,9-11H2,1H3,(H,21,22)	316.353
CC(=O)OC1=CC=CC(=C1C(=O)O)O	53710389	InChI=1S/C9H8O5/c1-5(10)14-7-4-2-3-6(11)8(7)9(12)13/h2-4,11H,1H3,(H,12,13)	196.158
C=CC(=O)OCCCCCCOC1=CC=CC=C1C(=O)O	53702127	InChI=1S/C16H20O5/c1-2-15(17)21-12-8-4-3-7-11-20-14-10-6-5-9-13(14)16(18)19/h2,5-6,9-10H,1,3-4,7-8,11-12H2,(H,18,19)	292.331
